Time,asks,bids
2017-02-20 00:00:00 UTC,5015589.207,3241778.709
2017-02-21 00:00:00 UTC,5241226.815,3861798.698
2017-02-22 00:00:00 UTC,6560866.326,3362522.001
2017-02-23 00:00:00 UTC,5726949.202,3500510.256
2017-02-24 00:00:00 UTC,3997940.022,4109735.186
2017-02-25 00:00:00 UTC,4025233.112,4892660.322
2017-02-26 00:00:00 UTC,4037177.549,5089749.102
2017-02-27 00:00:00 UTC,4426969.11,4654256.239
2017-02-28 00:00:00 UTC,4979056.129,4402706.449
2017-03-01 00:00:00 UTC,4460733.566,4889836.758
2017-03-02 00:00:00 UTC,5809838.572,5726855.943
2017-03-03 00:00:00 UTC,6889525.266,7586148.564
2017-03-04 00:00:00 UTC,7837913.211,6620021.165
2017-03-05 00:00:00 UTC,9080627.694,6323080.871
2017-03-06 00:00:00 UTC,8384820.65,6543332.129
2017-03-07 00:00:00 UTC,8956647.843,6585198.257
2017-03-08 00:00:00 UTC,9449385.765,6322173.387
2017-03-09 00:00:00 UTC,6038051.509,5678059.01
2017-03-10 00:00:00 UTC,5465409.45,4195879.697
2017-03-11 00:00:00 UTC,4296948.131,3641144.187
2017-03-12 00:00:00 UTC,6633104.203,3865945.139
2017-03-13 00:00:00 UTC,8961679.929,5085237.098
2017-03-14 00:00:00 UTC,9431307.183,5375419.593
2017-03-15 00:00:00 UTC,9081053.193,5836828.959
2017-03-16 00:00:00 UTC,7610031.169,5985179.536
2017-03-17 00:00:00 UTC,4434350.413,5361963.755
2017-03-18 00:00:00 UTC,2588707.478,4147335.334
2017-03-19 00:00:00 UTC,3602895.053,4181864.55
2017-03-20 00:00:00 UTC,5940906.73,3680234.231
2017-03-21 00:00:00 UTC,6726672.012,2467134.819
2017-03-22 00:00:00 UTC,4665532.718,3397453.236
2017-03-23 00:00:00 UTC,4665676.868,4869530.15
2017-03-24 00:00:00 UTC,3278246.193,5746823.43
2017-03-25 00:00:00 UTC,2732324.561,3616410.812
2017-03-26 00:00:00 UTC,3423156.308,3756163.748
2017-03-27 00:00:00 UTC,3938912.039,4218025.114
2017-03-28 00:00:00 UTC,5074658.005,4445193.262
2017-03-29 00:00:00 UTC,5273854.017,4563096.648
2017-03-30 00:00:00 UTC,5272369.905,5189419.338
2017-03-31 00:00:00 UTC,5805602.514,4238690.101
2017-04-01 00:00:00 UTC,6722084.902,5054116.846
2017-04-02 00:00:00 UTC,6640842.047,5051972.089
2017-04-03 00:00:00 UTC,6218901.932,4569701.683
2017-04-04 00:00:00 UTC,6275633.223,4627066.732
2017-04-05 00:00:00 UTC,5862947.828,4528525.804
2017-04-06 00:00:00 UTC,6262433.784,4466170.195
2017-04-07 00:00:00 UTC,6367834.233,5488279.145
2017-04-08 00:00:00 UTC,6704801.345,5706250.818
2017-04-09 00:00:00 UTC,6733318.956,5656321.212
2017-04-10 00:00:00 UTC,6656355.74,5439186.69
2017-04-11 00:00:00 UTC,7387489.052,5350163.128
2017-04-12 00:00:00 UTC,6954038.861,4950599.063
2017-04-13 00:00:00 UTC,6736388.789,5042712.259
2017-04-14 00:00:00 UTC,6308232.05,5028772.672
2017-04-15 00:00:00 UTC,7545885.611,5625881.045
2017-04-16 00:00:00 UTC,8621958.577,5690455.79
2017-04-17 00:00:00 UTC,7546768.265,6403119.129
2017-04-18 00:00:00 UTC,5302278.985,6936928.435
2017-04-19 00:00:00 UTC,5758669.754,7213611.198
2017-04-20 00:00:00 UTC,5161209.512,7343986.469
2017-04-21 00:00:00 UTC,5306351.117,8284968.791
2017-04-22 00:00:00 UTC,4709247.337,8795746.779
2017-04-23 00:00:00 UTC,4568574.268,9073605.473
2017-04-24 00:00:00 UTC,5178053.607,8971090.038
2017-04-25 00:00:00 UTC,5615413.074,9426207.005
2017-04-26 00:00:00 UTC,4892131.759,9684137.324
2017-04-27 00:00:00 UTC,4368895.9,9252915.613
2017-04-28 00:00:00 UTC,7318760.919,6846405.1
2017-04-29 00:00:00 UTC,3610231.001,2969500.383
2017-04-30 00:00:00 UTC,3865957.844,2958483.517
2017-05-01 00:00:00 UTC,2921367.691,3813376.523
2017-05-02 00:00:00 UTC,3506426.283,4346260.22
2017-05-03 00:00:00 UTC,4900733.734,4023653.239
2017-05-04 00:00:00 UTC,3779986.884,3129857.313
2017-05-05 00:00:00 UTC,4046566.763,3161262.663
2017-05-06 00:00:00 UTC,5450834.853,3554357.854
2017-05-07 00:00:00 UTC,5214987.003,5067195.02
2017-05-08 00:00:00 UTC,3998293.726,4415076.336
2017-05-09 00:00:00 UTC,4223547.37,4123353.807
2017-05-10 00:00:00 UTC,4001776.282,5997087.167
2017-05-11 00:00:00 UTC,4867915.773,5126219.126
2017-05-12 00:00:00 UTC,5843407.257,4882203.992
2017-05-13 00:00:00 UTC,4440671.577,4249812.265
2017-05-14 00:00:00 UTC,6603749.95,4077144.668
2017-05-15 00:00:00 UTC,6748578.937,4486297.551
2017-05-16 00:00:00 UTC,7092630.638,4260288.342
2017-05-17 00:00:00 UTC,7620484.268,4554950.299
2017-05-18 00:00:00 UTC,6720698.834,4332881.275
2017-05-19 00:00:00 UTC,4616064.23,4514498.463
2017-05-20 00:00:00 UTC,6720044.397,4287407.651
2017-05-21 00:00:00 UTC,6133171.397,4851375.576
2017-05-22 00:00:00 UTC,4063012.111,3984348.876
2017-05-23 00:00:00 UTC,3757194.329,2691356.386
2017-05-24 00:00:00 UTC,3830074.992,3095188.403
2017-05-25 00:00:00 UTC,4307013.328,3397319.213
2017-05-26 00:00:00 UTC,3776902.394,3497988.081
2017-05-27 00:00:00 UTC,3478573.907,5661386.905
2017-05-28 00:00:00 UTC,4597041.683,3682634.098
2017-05-29 00:00:00 UTC,5002650.991,3716865.05
2017-05-30 00:00:00 UTC,5132251.014,3230773.829
2017-05-31 00:00:00 UTC,5002241.696,3207666.447
2017-06-01 00:00:00 UTC,5783874.629,3593495.89
2017-06-02 00:00:00 UTC,6853759.532,5749270.027
2017-06-03 00:00:00 UTC,7066330.291,5747453.686
2017-06-04 00:00:00 UTC,6917827.318,4749442.371
2017-06-05 00:00:00 UTC,6659207.671,4353506.916
2017-06-06 00:00:00 UTC,7551383.466,5438427.861
2017-06-07 00:00:00 UTC,9149923.872,5807655.358
2017-06-08 00:00:00 UTC,9043719.6,3981778.727
2017-06-09 00:00:00 UTC,10274286.72,4769110.615
2017-06-10 00:00:00 UTC,9294082.333,4616302.288
2017-06-11 00:00:00 UTC,9149476.753,4399772.896
2017-06-12 00:00:00 UTC,6027077.243,3157119.061
2017-06-13 00:00:00 UTC,7017397.059,2516019.809
2017-06-14 00:00:00 UTC,3981271.859,3644451.77
2017-06-15 00:00:00 UTC,3358313.902,3398366.31
2017-06-16 00:00:00 UTC,4868792.074,2842115.098
2017-06-17 00:00:00 UTC,6355500.336,3608136.159
2017-06-18 00:00:00 UTC,6428889.448,4676817.015
2017-06-19 00:00:00 UTC,7178154.372,4196728.832
2017-06-20 00:00:00 UTC,8263361.489,4922947.332
2017-06-21 00:00:00 UTC,6153715.052,5514878.251
2017-06-22 00:00:00 UTC,6841584.785,5280948.441
2017-06-23 00:00:00 UTC,6862676.859,4693059.456
2017-06-24 00:00:00 UTC,6695497.372,4815124.93
2017-06-25 00:00:00 UTC,5943151.453,3541888.986
2017-06-26 00:00:00 UTC,4376779.389,3728814.269
2017-06-27 00:00:00 UTC,4764456.63,3670635.711
2017-06-28 00:00:00 UTC,5229217.522,3114868.437
2017-06-29 00:00:00 UTC,7292185.735,3508129.395
2017-06-30 00:00:00 UTC,7209402.377,3690855.97
2017-07-01 00:00:00 UTC,5559298.571,4528394.884
2017-07-02 00:00:00 UTC,5284948.881,5796891.63
2017-07-03 00:00:00 UTC,5755789.708,6053712.653
2017-07-04 00:00:00 UTC,8330467.354,5600576.466
2017-07-05 00:00:00 UTC,8039879.123,5144139.503
2017-07-06 00:00:00 UTC,9075444.742,5689966.026
2017-07-07 00:00:00 UTC,8803415.803,5296968.396
2017-07-08 00:00:00 UTC,8204532.576,4779027.741
2017-07-09 00:00:00 UTC,9376876.728,5067325.782
2017-07-10 00:00:00 UTC,8137631.492,4944229.246
2017-07-11 00:00:00 UTC,6792292.082,3753258.954
2017-07-12 00:00:00 UTC,7732954.578,4210247.638
2017-07-13 00:00:00 UTC,7583013.309,3509963.485
2017-07-14 00:00:00 UTC,7190451.297,4740914.979
2017-07-15 00:00:00 UTC,5022580.938,6526013.422
2017-07-16 00:00:00 UTC,4593881.272,7376276.073
2017-07-17 00:00:00 UTC,6255264.611,6185996.51
2017-07-18 00:00:00 UTC,9792889.557,6338879.745
2017-07-19 00:00:00 UTC,10996542.98,7154772.51
2017-07-20 00:00:00 UTC,9127908.426,6733333.069
2017-07-21 00:00:00 UTC,7251870.189,11253506.68
2017-07-22 00:00:00 UTC,7591918.286,10676517.95
2017-07-23 00:00:00 UTC,7788988.517,8990178.132
2017-07-24 00:00:00 UTC,9223703.113,11735210.6
2017-07-25 00:00:00 UTC,8597324.566,9758167.601
2017-07-26 00:00:00 UTC,6290247.056,7532271.146
2017-07-27 00:00:00 UTC,8988578.818,6913440.944
2017-07-28 00:00:00 UTC,9953697.47,8612296.858
2017-07-29 00:00:00 UTC,9279050.282,8575455.047
2017-07-30 00:00:00 UTC,9236544.05,9697526.945
2017-07-31 00:00:00 UTC,9775763.787,9939700.27
2017-08-01 00:00:00 UTC,7129040.266,8542772.165
2017-08-02 00:00:00 UTC,6904417.744,8904800.426
2017-08-03 00:00:00 UTC,8142114.292,10403867.88
2017-08-04 00:00:00 UTC,9920836.139,9475752.779
2017-08-05 00:00:00 UTC,9802473.862,10113867.31
2017-08-06 00:00:00 UTC,14992143.75,13957148.91
2017-08-07 00:00:00 UTC,11465137.69,10204100.26
2017-08-08 00:00:00 UTC,12762344.61,10447179.31
2017-08-09 00:00:00 UTC,12486283.47,11678293.93
2017-08-10 00:00:00 UTC,13395167.05,10843888.85
2017-08-11 00:00:00 UTC,13098532.02,9647527.752
2017-08-12 00:00:00 UTC,10698909.15,9340730.414
2017-08-13 00:00:00 UTC,8536596.89,9336285.317
2017-08-14 00:00:00 UTC,12382836.69,9276327.811
2017-08-15 00:00:00 UTC,11710399.29,10400681.12
2017-08-16 00:00:00 UTC,13498656.87,11136444.91
2017-08-17 00:00:00 UTC,13176510.66,10650964.13
2017-08-18 00:00:00 UTC,13223357.68,11517492.21
2017-08-19 00:00:00 UTC,12416718.65,13275246.31
2017-08-20 00:00:00 UTC,13480339.99,13567887.43
2017-08-21 00:00:00 UTC,11205157.07,12554052.54
2017-08-22 00:00:00 UTC,10540008.64,11467707.29
2017-08-23 00:00:00 UTC,13487244.5,9781188.394
2017-08-24 00:00:00 UTC,15606518.76,11788723.32
2017-08-25 00:00:00 UTC,19707234.43,13647276.48
2017-08-26 00:00:00 UTC,18803196.19,15074337.22
2017-08-27 00:00:00 UTC,20704541.59,17063038.93
2017-08-28 00:00:00 UTC,21430637.45,14050289.14
2017-08-29 00:00:00 UTC,23993332.7,15340804.12
2017-08-30 00:00:00 UTC,29217201.96,13841078.65
2017-08-31 00:00:00 UTC,27155776.76,13845491.89
2017-09-01 00:00:00 UTC,25287335.75,14991810.4
2017-09-02 00:00:00 UTC,23103079.72,14831619.37
2017-09-03 00:00:00 UTC,22030329.99,15340483.64
2017-09-04 00:00:00 UTC,16973769.53,16201279.71
2017-09-05 00:00:00 UTC,17040571.67,13891410.8
2017-09-06 00:00:00 UTC,22189513.02,14055683.82
2017-09-07 00:00:00 UTC,27321589,16054842.2
2017-09-08 00:00:00 UTC,23569162.14,15969866.72
2017-09-09 00:00:00 UTC,19542829.67,18443231.06
2017-09-10 00:00:00 UTC,16312282.25,16804087.06
2017-09-11 00:00:00 UTC,20802780.61,18384446.31
2017-09-12 00:00:00 UTC,20772122.16,17892911.11
2017-09-13 00:00:00 UTC,19456486.76,20447970.13
2017-09-14 00:00:00 UTC,14314631.88,21370951.14
2017-09-15 00:00:00 UTC,13770831.17,15959896.72
2017-09-16 00:00:00 UTC,19528946.77,13583819.99
2017-09-17 00:00:00 UTC,19422760.62,11385868.09
2017-09-18 00:00:00 UTC,22676430.91,14086719.43
2017-09-19 00:00:00 UTC,23215962.61,11443788.32
2017-09-20 00:00:00 UTC,25300983.25,14290581.56
2017-09-21 00:00:00 UTC,17306968.87,16517497.58
2017-09-22 00:00:00 UTC,15980471.49,16764158.97
2017-09-23 00:00:00 UTC,20677751.74,14822356.42
2017-09-24 00:00:00 UTC,18826745.28,15848527.11
2017-09-25 00:00:00 UTC,18377167.27,15561676.3
2017-09-26 00:00:00 UTC,18858226.9,12413132.04
2017-09-27 00:00:00 UTC,20580931.38,16299158.28
2017-09-28 00:00:00 UTC,18985777.72,20687044.88
2017-09-29 00:00:00 UTC,24273553.61,15563984.64
2017-09-30 00:00:00 UTC,22002725.72,17447508.31
2017-10-01 00:00:00 UTC,18922286.07,16634918.57
2017-10-02 00:00:00 UTC,27093250.23,16378437.32
2017-10-03 00:00:00 UTC,27924620.02,19808771.11
2017-10-04 00:00:00 UTC,24594754.7,19997936.9
2017-10-05 00:00:00 UTC,27236558.78,18568722.75
2017-10-06 00:00:00 UTC,29074219.77,18314178.87
2017-10-07 00:00:00 UTC,28638478.81,17864102.89
2017-10-08 00:00:00 UTC,26668443.51,19021058.42
2017-10-09 00:00:00 UTC,22620709.51,19898017.62
2017-10-10 00:00:00 UTC,21684402.13,18597032.07
2017-10-11 00:00:00 UTC,15621130.82,17961133.63
2017-10-12 00:00:00 UTC,18678860.89,24945361.79
2017-10-13 00:00:00 UTC,23011390.04,29043193.39
2017-10-14 00:00:00 UTC,30793496.83,32969248.24
2017-10-15 00:00:00 UTC,36112150.33,37923857.91
2017-10-16 00:00:00 UTC,34547289.1,38537253.1
2017-10-17 00:00:00 UTC,35121327.57,41175486.57
2017-10-18 00:00:00 UTC,31430509.36,36034446.18
2017-10-19 00:00:00 UTC,36079519.26,29566724.96
2017-10-20 00:00:00 UTC,38674807.6,32991953.5
2017-10-21 00:00:00 UTC,39642153.79,31433370.54
