Time,
2017-10-05 00:00:00 UTC,966756.408
2017-10-06 00:00:00 UTC,872843.84375
2017-10-07 00:00:00 UTC,796950.6835443038
2017-10-08 00:00:00 UTC,722101.9450549451
2017-10-09 00:00:00 UTC,865000.4223602484
2017-10-10 00:00:00 UTC,903050.9
2017-10-11 00:00:00 UTC,951933.8417266187
2017-10-12 00:00:00 UTC,913589.2614379085
2017-10-13 00:00:00 UTC,951905.6715328468
2017-10-14 00:00:00 UTC,948577.0283687944
2017-10-15 00:00:00 UTC,831306.6923076923
2017-10-16 00:00:00 UTC,842647.5689655172
2017-10-17 00:00:00 UTC,900579.8719512195
2017-10-18 00:00:00 UTC,921475.5165562914
2017-10-19 00:00:00 UTC,905913.2640449438
2017-10-20 00:00:00 UTC,900102.0502793296
