Time,1Hash,AntPool,BTC.TOP,BTC.com,BTCC Pool,BW.COM,BitClub Network,BitFury,Bitcoin.com,F2Pool,GBMiners,SlushPool,Unknown,ViaBTC,others
2017-06-24 00:00:00 UTC,6.923714714681383e+16,7.616086186149521e+17,8.308457657617659e+17,3.115671621606622e+17,2.0771144144044147e+17,3.8080430930747603e+17,1.7309286786703456e+17,2.4233001501384842e+17,6.923714714681383e+16,6.923714714681382e+17,,2.0771144144044147e+17,9.000829129085798e+17,1.3847429429362766e+17,6.923714714681383e+16
2017-06-25 00:00:00 UTC,3.5340619365857464e+16,5.301092904878619e+17,6.714717679512918e+17,3.8874681302443206e+17,3.534061936585746e+17,2.4738433556100224e+17,7.068123873171493e+16,2.1204371619514477e+17,1.4136247746342986e+17,3.8874681302443206e+17,,3.534061936585746e+17,6.361311485854342e+17,2.4738433556100224e+17,3.5340619365857464e+16
2017-06-26 00:00:00 UTC,7.0417457198730904e+16,7.7459202918604e+17,6.689658433879436e+17,3.168785573942891e+17,4.225047431923855e+17,1.0562618579809637e+17,3.168785573942891e+17,1.4083491439746181e+17,1.7604364299682726e+17,5.281309289904818e+17,3.5208728599365452e+16,1.7604364299682726e+17,1.091470586580329e+18,2.1125237159619274e+17,
2017-06-27 00:00:00 UTC,1.4075223054800909e+17,7.741372680140499e+17,7.389492103770477e+17,1.7594028818501136e+17,3.166925187330204e+17,2.463164034590159e+17,1.0556417291100682e+17,1.0556417291100682e+17,1.4075223054800909e+17,7.037611527400454e+17,3.518805763700227e+16,2.8150446109601818e+17,4.2225669164402726e+17,3.166925187330204e+17,1.4075223054800909e+17
2017-06-28 00:00:00 UTC,1.0638099990061968e+17,8.155876659047508e+17,1.1701909989068165e+18,3.546033330020656e+17,3.546033330020656e+17,1.4184133320082624e+17,1.0638099990061968e+17,3.546033330020656e+17,7.092066660041312e+16,6.028256661035116e+17,1.4184133320082624e+17,1.773016665010328e+17,7.801273326045443e+17,2.482223331014459e+17,1.4184133320082624e+17
2017-06-29 00:00:00 UTC,3.5167006336989332e+16,8.44008152087744e+17,6.33006114065808e+17,2.4616904435892534e+17,2.4616904435892534e+17,2.11002038021936e+17,1.05501019010968e+17,1.05501019010968e+17,,5.978391077288187e+17,3.5167006336989332e+16,2.8133605069591466e+17,6.33006114065808e+17,1.4066802534795733e+17,1.05501019010968e+17
2017-06-30 00:00:00 UTC,3.525827545776697e+16,8.814568864441742e+17,7.404237846131064e+17,4.583575809509706e+17,4.2309930549320365e+17,3.525827545776697e+17,2.1154965274660182e+17,2.4680792820436877e+17,3.525827545776697e+16,7.051655091553394e+17,7.051655091553394e+16,2.1154965274660182e+17,8.461986109864073e+17,1.4103310183106787e+17,1.0577482637330091e+17
2017-07-01 00:00:00 UTC,3.55879033066072e+16,1.1388129058114304e+18,7.473459694387511e+17,6.405822595189295e+17,4.2705483967928634e+17,2.847032264528576e+17,1.0676370991982158e+17,1.77939516533036e+17,1.423516132264288e+17,4.2705483967928634e+17,1.423516132264288e+17,2.491153231462504e+17,1.067637099198216e+18,1.423516132264288e+17,1.0676370991982158e+17
2017-07-02 00:00:00 UTC,3.523250952172532e+16,1.0217427761300343e+18,7.751152094779571e+17,7.046501904345064e+17,3.523250952172532e+17,4.580226237824292e+17,7.046501904345064e+16,2.8186007617380256e+17,2.4662756665207722e+17,9.865102666083089e+17,1.761625476086266e+17,2.8186007617380256e+17,8.808127380431329e+17,2.113950571303519e+17,1.4093003808690128e+17
2017-07-03 00:00:00 UTC,7.013385942808612e+16,1.542944907417895e+18,8.766732428510766e+17,4.2080315656851674e+17,5.96137805138732e+17,2.8053543771234448e+17,7.013385942808612e+16,1.4026771885617224e+17,1.753346485702153e+17,4.909370159966028e+17,2.454685079983014e+17,2.1040157828425837e+17,6.31204734852775e+17,1.753346485702153e+17,3.506692971404306e+16
