Time,1Hash,AntPool,BTC.TOP,BTC.com,BTCC Pool,BW.COM,BitClub Network,BitFury,Bitcoin.com,F2Pool,GBMiners,SlushPool,Unknown,ViaBTC,others
2017-07-04 00:00:00 UTC,1.0678916664967254e+17,9.611024998470529e+17,7.83120555430932e+17,2.8477111106579347e+17,3.203674999490176e+17,2.8477111106579347e+17,2.135783332993451e+17,1.4238555553289674e+17,1.0678916664967254e+17,4.983494443651385e+17,2.4917472218256925e+17,2.8477111106579347e+17,9.255061109638287e+17,2.4917472218256925e+17,3.5596388883224184e+16
2017-07-05 00:00:00 UTC,,8.033923099933658e+17,6.28741807820895e+17,1.7465050217247082e+17,5.239515065174124e+17,2.7944080347595328e+17,3.493010043449416e+16,3.4930100434494163e+17,6.986020086898832e+16,4.5409130564842406e+17,3.143709039104475e+17,3.842311047794358e+17,7.684622095588716e+17,3.143709039104475e+17,1.0479030130348248e+17
2017-07-06 00:00:00 UTC,3.534218801045148e+16,8.12870324240384e+17,6.361593841881266e+17,6.008171961776751e+17,2.1205312806270886e+17,3.534218801045148e+17,2.1205312806270886e+17,2.8273750408361184e+17,1.0602656403135443e+17,3.180796920940633e+17,1.767109400522574e+17,2.4739531607316032e+17,6.361593841881266e+17,2.8273750408361184e+17,1.0602656403135443e+17
2017-07-07 00:00:00 UTC,7.197392273218677e+16,9.356609955184279e+17,7.197392273218676e+17,2.519087295626537e+17,6.117783432235875e+17,4.6783049775921395e+17,2.519087295626537e+17,2.519087295626537e+17,3.5986961366093384e+16,2.519087295626537e+17,1.799348068304669e+17,3.598696136609338e+17,5.7579138185749414e+17,2.159217681965603e+17,1.4394784546437354e+17
2017-07-08 00:00:00 UTC,6.901431298943539e+16,1.1042290078309663e+18,5.5211450391548314e+17,2.415500954630239e+17,4.831001909260478e+17,3.7957872144189466e+17,2.0704293896830618e+17,2.7605725195774157e+17,2.415500954630239e+17,4.1408587793661235e+17,6.901431298943539e+16,3.1056440845245926e+17,1.035214694841531e+18,2.0704293896830618e+17,1.0352146948415309e+17
2017-07-09 00:00:00 UTC,3.503625139814993e+16,7.707975307592983e+17,7.707975307592983e+17,2.8029001118519942e+17,2.8029001118519942e+17,1.7518125699074966e+17,1.4014500559259971e+17,1.0510875419444978e+17,2.1021750838889955e+17,4.204350167777991e+17,3.503625139814993e+17,2.1021750838889955e+17,6.306525251666988e+17,3.153262625833494e+17,1.4014500559259971e+17
2017-07-10 00:00:00 UTC,1.0588148721422392e+17,1.6941037954275827e+18,9.176395558566074e+17,4.588197779283037e+17,3.5293829071407974e+17,2.470568034998558e+17,7.058765814281594e+16,2.470568034998558e+17,2.470568034998558e+17,8.470518977137914e+17,2.1176297442844784e+17,4.235259488568957e+17,7.411704104995674e+17,2.8235063257126374e+17,1.058814872142239e+17
2017-07-11 00:00:00 UTC,7.125778106359999e+16,1.5320422928674e+18,1.0332378254221999e+18,3.56288905318e+17,4.2754668638159994e+17,1.0688667159539998e+17,7.125778106359999e+16,1.78144452659e+17,2.1377334319079997e+17,6.769489201042e+17,7.125778106359999e+16,3.56288905318e+17,5.7006224850879994e+17,4.2754668638159994e+17,7.125778106359999e+16
2017-07-12 00:00:00 UTC,1.3995329316642328e+17,1.0146613754565687e+18,6.997664658321164e+17,5.248248493740873e+17,6.647781425405106e+17,3.8487155620766406e+17,3.498832329160582e+16,1.3995329316642328e+17,1.0496496987481746e+17,6.297898192489048e+17,2.099299397496349e+17,4.5484820279087565e+17,8.397197589985396e+17,2.4491826304124077e+17,1.0496496987481746e+17
2017-07-13 00:00:00 UTC,3.514954304624077e+16,1.4059817218496305e+18,7.029908609248152e+17,3.866449735086484e+17,3.514954304624076e+17,3.866449735086484e+17,2.8119634436992614e+17,1.757477152312038e+17,3.514954304624077e+16,4.2179451655488915e+17,1.757477152312038e+17,1.0544862913872229e+17,4.2179451655488915e+17,4.920936026473707e+17,1.4059817218496306e+17
2017-07-14 00:00:00 UTC,3.7732159054148344e+16,1.094232612570302e+18,7.546431810829668e+17,4.1505374959563174e+17,3.773215905414834e+17,2.2639295432489008e+17,7.546431810829669e+16,3.7732159054148344e+16,1.1319647716244504e+17,2.641251133790384e+17,3.395894314873351e+17,3.0185727243318675e+17,7.923753401371153e+17,3.395894314873351e+17,7.546431810829669e+16
2017-07-15 00:00:00 UTC,4.037353538520504e+16,1.4130737384821765e+18,4.441088892372555e+17,2.826147476964353e+17,3.229882830816403e+17,3.229882830816403e+17,2.826147476964353e+17,1.2112060615561512e+17,4.037353538520504e+16,2.826147476964353e+17,2.826147476964353e+17,4.037353538520504e+17,5.652294953928706e+17,2.826147476964353e+17,4.037353538520504e+16
2017-07-16 00:00:00 UTC,,1.1166550850074811e+18,9.17252391256145e+17,4.7856646500320614e+17,6.380886200042748e+17,4.7856646500320614e+17,1.1964161625080154e+17,2.7916377125187027e+17,1.994026937513359e+17,6.380886200042748e+17,1.595221550010687e+17,2.7916377125187027e+17,7.976107750053436e+17,1.994026937513359e+17,1.9940269375133587e+17
2017-07-17 00:00:00 UTC,1.9917741114328445e+17,1.6730902536035894e+18,7.568741623444809e+17,5.178612689725396e+17,3.58519340057912e+17,2.3901289337194134e+17,2.3901289337194134e+17,2.7884837560059824e+17,7.967096445731378e+16,3.186838578292551e+17,7.967096445731378e+16,7.967096445731378e+16,7.17038680115824e+17,2.3901289337194134e+17,1.1950644668597066e+17
2017-07-18 00:00:00 UTC,7.95728079650463e+16,1.3925241393883103e+18,9.548736955805555e+17,3.978640398252315e+17,4.7743684779027776e+17,2.7850482787766208e+17,1.591456159300926e+17,1.591456159300926e+17,1.591456159300926e+17,3.5807763584270835e+17,1.591456159300926e+17,1.9893201991261574e+17,1.1538057154931712e+18,3.5807763584270835e+17,2.78504827877662e+17
2017-07-19 00:00:00 UTC,,1.2479052562247808e+18,8.051001653063101e+17,3.6229507438783955e+17,5.233151074491016e+17,2.0127504132657754e+17,4.025500826531551e+17,8.0510016530631e+16,1.61020033061262e+17,6.038251239797326e+17,2.0127504132657754e+17,1.61020033061262e+17,9.258651901022566e+17,2.4153004959189302e+17,8.0510016530631e+16
2017-07-20 00:00:00 UTC,7.96379128230232e+16,1.8316719949295337e+18,6.769222589956973e+17,5.97284346172674e+17,5.5746538976116243e+17,1.592758256460464e+17,3.185516512920928e+17,1.1945686923453482e+17,7.96379128230232e+16,2.3891373846906963e+17,1.99094782057558e+17,7.96379128230232e+16,9.954739102877901e+17,3.98189564115116e+17,1.194568692345348e+17
2017-07-21 00:00:00 UTC,,1.3230974807418985e+18,6.815956718973417e+17,7.216895349501265e+17,4.00938630527848e+17,2.4056317831670883e+17,4.00938630527848e+17,2.00469315263924e+17,1.2028158915835442e+17,4.410324935806328e+17,4.009386305278481e+16,2.00469315263924e+17,9.622527132668353e+17,3.6084476747506323e+17,8.018772610556962e+16
2017-07-22 00:00:00 UTC,7.9777651039599e+16,1.435997718712782e+18,5.983323827969925e+17,7.9777651039599e+17,5.1855473175739354e+17,3.98888255197995e+17,2.39332953118797e+17,1.196664765593985e+17,2.7922177863859648e+17,4.78665906237594e+17,1.59555302079198e+17,3.19110604158396e+17,7.17998859356391e+17,2.39332953118797e+17,
2017-07-23 00:00:00 UTC,1.2083681908021552e+17,1.9333891052834483e+18,9.666945526417242e+17,5.236262160142672e+17,4.833472763208621e+17,4.430683366274569e+17,2.8195257785383622e+17,4.027893969340517e+16,2.8195257785383622e+17,2.8195257785383622e+17,1.6111575877362067e+17,8.055787938681034e+16,8.861366732549138e+17,2.8195257785383622e+17,1.6111575877362067e+17
2017-07-24 00:00:00 UTC,7.965994419803472e+16,1.672858828158729e+18,7.567694698813298e+17,6.372795535842778e+17,5.974495814852604e+17,3.186397767921389e+17,2.3897983259410416e+17,1.991498604950868e+17,2.788098046931215e+17,4.38129693089191e+17,4.38129693089191e+17,1.991498604950868e+17,6.372795535842778e+17,4.38129693089191e+17,1.5931988839606944e+17
2017-07-25 00:00:00 UTC,,1.1237886866144948e+18,9.231121354333349e+17,6.020296535434794e+17,5.217590330710155e+17,1.2040593070869587e+17,2.4081186141739174e+17,2.4081186141739174e+17,1.2040593070869587e+17,6.020296535434794e+17,3.210824818898557e+17,8.027062047246392e+16,6.823002740159433e+17,1.2040593070869587e+17,2.4081186141739178e+17
2017-07-26 00:00:00 UTC,1.591786066947589e+17,9.948662918422432e+17,9.550716401685535e+17,4.37741168410587e+17,3.9794651673689734e+17,3.183572133895178e+17,3.183572133895178e+17,7.958930334737946e+16,1.9897325836844867e+17,4.7753582008427674e+17,2.785625617158281e+17,3.183572133895178e+17,4.37741168410587e+17,3.5815186506320755e+17,1.1938395502106918e+17
2017-07-27 00:00:00 UTC,1.2560683244707227e+17,1.465413045215843e+18,6.699031063843855e+17,7.117720505334095e+17,5.024273297882891e+17,2.5121366489414454e+17,2.0934472074512042e+17,2.9308260904316864e+17,2.5121366489414454e+17,4.6055838563926496e+17,1.2560683244707227e+17,3.349515531921928e+17,6.699031063843855e+17,2.9308260904316864e+17,8.37378882980482e+16
2017-07-28 00:00:00 UTC,4.2351100328455336e+16,1.27053300985366e+18,6.776176052552854e+17,6.776176052552854e+17,2.1175550164227667e+17,2.964577022991873e+17,1.27053300985366e+17,2.964577022991873e+17,2.1175550164227667e+17,5.5056430426991936e+17,8.470220065691067e+16,2.964577022991873e+17,8.046709062406514e+17,6.776176052552854e+17,1.2705330098536602e+17
2017-07-29 00:00:00 UTC,8.570426802880574e+16,1.585528958532906e+18,7.713384122592516e+17,6.85634144230446e+17,5.5707774218723725e+17,1.2855640204320859e+17,4.285213401440287e+17,2.5711280408641718e+17,1.714085360576115e+17,1.2855640204320859e+17,2.1426067007201434e+17,2.5711280408641718e+17,8.570426802880573e+17,5.1422560817283437e+17,8.570426802880574e+16
2017-07-30 00:00:00 UTC,2.1475135667184662e+17,1.2885081400310797e+18,6.442540700155398e+17,8.160551553530171e+17,4.2950271334369325e+17,2.577016280062159e+17,1.7180108533747728e+17,4.2950271334369325e+17,1.2885081400310795e+17,2.1475135667184662e+17,1.2885081400310795e+17,1.2885081400310795e+17,1.0308065120248636e+18,3.006518993405852e+17,1.2885081400310795e+17
2017-07-31 00:00:00 UTC,4.250359839463655e+16,1.1901007550498235e+18,5.950503775249117e+17,4.6753958234100205e+17,6.375539759195483e+17,3.400287871570924e+17,3.400287871570924e+17,3.8253238555172896e+17,8.50071967892731e+16,8.925755662873676e+17,1.2751079518390965e+17,2.550215903678193e+17,6.375539759195483e+17,1.2751079518390965e+17,4.250359839463655e+16
2017-08-01 00:00:00 UTC,4.322210213446168e+16,1.3831072683027738e+18,7.347757362858486e+17,6.483315320169252e+17,2.161105106723084e+17,1.7288840853784672e+17,3.0255471494123174e+17,4.754431234790785e+17,4.322210213446168e+16,6.051094298824635e+17,1.7288840853784672e+17,1.7288840853784672e+17,9.941083490926186e+17,4.754431234790785e+17,
2017-08-02 00:00:00 UTC,8.46517422489125e+16,1.1427985203603188e+18,9.734950358624938e+17,8.46517422489125e+17,5.502363246179313e+17,3.8093284012010624e+17,3.8093284012010624e+17,8.46517422489125e+16,8.46517422489125e+16,5.502363246179313e+17,1.2697761337336875e+17,2.962810978711937e+17,6.772139379913e+17,2.1162935562228125e+17,4.232587112445625e+16
2017-08-03 00:00:00 UTC,,9.394454108249249e+17,4.6972270541246246e+17,1.0248495390817364e+18,3.4161651302724544e+17,1.7080825651362272e+17,4.2702064128405677e+17,1.2810619238521706e+17,4.270206412840568e+16,5.978288977976795e+17,1.2810619238521706e+17,2.1351032064202838e+17,9.821474749533307e+17,3.8431857715565114e+17,8.540412825681136e+16
2017-08-04 00:00:00 UTC,8.658500112381587e+16,1.904870024723949e+18,5.195100067428952e+17,8.225575106762508e+17,3.463400044952635e+17,5.195100067428952e+17,2.597550033714476e+17,2.597550033714476e+17,1.298775016857238e+17,6.06095007866711e+17,3.8963250505717146e+17,4.329250056190793e+17,9.957275129238825e+17,3.8963250505717146e+17,8.658500112381587e+16
2017-08-05 00:00:00 UTC,1.2667286710127254e+17,1.8156444284515732e+18,9.289343587426655e+17,7.178129135738778e+17,4.6446717937133274e+17,2.111214451687876e+17,2.111214451687876e+17,2.111214451687876e+17,4.222428903375752e+16,4.6446717937133274e+17,3.3779431227006016e+17,3.8001860130381766e+17,1.1822800929452106e+18,3.3779431227006016e+17,4.222428903375752e+16
2017-08-06 00:00:00 UTC,8.605159637716986e+16,1.3337997438461327e+18,6.453869728287739e+17,7.744643673945286e+17,4.302579818858493e+17,2.581547891315096e+17,2.581547891315096e+17,2.581547891315096e+17,1.290773945657548e+17,5.593353764516041e+17,1.290773945657548e+17,1.721031927543397e+17,5.593353764516041e+17,2.1512899094292464e+17,2.1512899094292464e+17
2017-08-07 00:00:00 UTC,1.301428472455453e+17,9.543808798006653e+17,6.940951853095749e+17,7.808570834732717e+17,5.6395233806402963e+17,3.03666643572939e+17,5.6395233806402963e+17,8.676189816369686e+16,8.676189816369686e+16,3.9042854173663584e+17,8.676189816369686e+16,5.205713889821812e+17,9.977618288825138e+17,4.771904399003327e+17,
2017-08-08 00:00:00 UTC,1.2503949405323998e+17,1.29207477188348e+18,8.335966270216e+17,7.9191679567052e+17,3.3343865080864e+17,2.9175881945756e+17,3.3343865080864e+17,3.3343865080864e+17,1.2503949405323998e+17,5.4183780756404e+17,4.5847814486188e+17,2.9175881945756e+17,8.335966270216e+17,1.2503949405323998e+17,1.2503949405323998e+17
2017-08-09 00:00:00 UTC,1.2897789807101354e+17,1.4617495114714867e+18,9.028452864970948e+17,6.448894903550676e+17,3.439410615227028e+17,2.149631634516892e+17,1.2897789807101354e+17,3.009484288323649e+17,,5.58904224974392e+17,1.719705307613514e+17,3.009484288323649e+17,5.58904224974392e+17,1.719705307613514e+17,8.59852653806757e+16
2017-08-10 00:00:00 UTC,9.202691783266298e+16,1.2883768496572815e+18,8.282422604939668e+17,9.202691783266298e+17,2.7608075349798893e+17,2.3006729458165744e+17,2.3006729458165744e+17,3.681076713306519e+17,1.3804037674899446e+17,4.141211302469834e+17,2.3006729458165744e+17,1.8405383566532595e+17,7.362153426613038e+17,4.601345891633149e+16,1.8405383566532595e+17
2017-08-11 00:00:00 UTC,4.1253181809964435e+17,1.5126166663653627e+18,8.250636361992887e+17,6.417161614883356e+17,4.5836868677738266e+17,2.2918434338869133e+17,1.3751060603321478e+17,3.208580807441678e+17,4.583686867773826e+16,4.5836868677738266e+17,9.167373735547651e+16,2.2918434338869133e+17,8.70900504877027e+17,1.8334747471095302e+17,1.8334747471095302e+17
2017-08-12 00:00:00 UTC,1.836893388571129e+17,1.1480583678569555e+18,9.643690289998427e+17,7.347573554284516e+17,4.13301012428504e+17,2.296116735713911e+17,3.673786777142258e+17,3.214563429999475e+17,,3.214563429999475e+17,9.184466942855645e+16,2.7553400828566934e+17,9.643690289998427e+17,1.836893388571129e+17,
2017-08-13 00:00:00 UTC,2.300219179964605e+17,7.820745211879657e+17,1.0581008227837183e+18,9.20087671985842e+17,6.900657539893815e+17,9.200876719858421e+16,1.8401753439716842e+17,8.280789047872579e+17,4.6004383599292104e+16,5.520526031915052e+17,3.220306851950447e+17,2.760263015957526e+17,6.900657539893815e+17,1.380131507978763e+17,
2017-08-14 00:00:00 UTC,1.8312309028904246e+17,9.613962240174729e+17,9.613962240174729e+17,6.409308160116486e+17,5.0358849829486675e+17,4.5780772572260616e+16,2.2890386286130307e+17,2.7468463543356368e+17,1.8312309028904246e+17,6.867115885839092e+17,1.8312309028904246e+17,4.1202695315034554e+17,4.5780772572260614e+17,1.3734231771678184e+17,9.156154514452123e+16
2017-08-15 00:00:00 UTC,3.666568036870242e+17,1.0541383106001946e+18,9.166420092175604e+17,6.874815069131704e+17,7.333136073740484e+17,4.583210046087802e+17,1.3749630138263406e+17,3.666568036870242e+17,2.291605023043901e+17,5.4998520553053626e+17,2.7499260276526813e+17,2.291605023043901e+17,5.958173059914144e+17,3.666568036870242e+17,
2017-08-16 00:00:00 UTC,9.206751574389432e+16,1.196877704670626e+18,7.365401259511546e+17,9.206751574389431e+17,2.3016878935973578e+17,1.8413503148778864e+17,2.3016878935973578e+17,2.3016878935973578e+17,9.206751574389432e+16,5.063713365914187e+17,9.206751574389432e+16,3.222363051036301e+17,6.444726102072602e+17,4.143038208475244e+17,9.206751574389432e+16
2017-08-17 00:00:00 UTC,1.8340047572696512e+17,1.7423045194061683e+18,1.008702616498308e+18,6.87751783976119e+17,5.04351308249154e+17,5.04351308249154e+17,1.3755035679522382e+17,5.04351308249154e+17,1.3755035679522382e+17,8.25302140771343e+17,2.2925059465870637e+17,5.502014271808953e+17,6.419016650443779e+17,5.04351308249154e+17,9.170023786348256e+16
2017-08-18 00:00:00 UTC,1.835596627892687e+17,1.2390277238275638e+18,9.636882296436607e+17,1.009578145340978e+18,5.04789072670489e+17,1.835596627892687e+17,3.212294098812203e+17,3.212294098812203e+17,1.3766974709195154e+17,5.965689040651233e+17,4.5889915697317176e+16,3.212294098812203e+17,6.424588197624406e+17,2.7533949418390307e+17,9.177983139463435e+16
2017-08-19 00:00:00 UTC,1.374359367653092e+17,1.0994874941224736e+18,4.5811978921769734e+17,9.620515573571643e+17,8.70427599513625e+17,1.8324791568707894e+17,3.664958313741579e+17,3.2068385245238816e+17,4.5811978921769736e+16,7.329916627483158e+17,2.2905989460884867e+17,7.329916627483158e+17,4.5811978921769734e+17,2.2905989460884867e+17,9.162395784353947e+16
2017-08-20 00:00:00 UTC,9.352018480126848e+16,1.2157624024164902e+18,2.3380046200317117e+17,7.481614784101478e+17,6.546412936088794e+17,2.3380046200317117e+17,3.273206468044397e+17,1.402802772019027e+17,1.402802772019027e+17,4.2084083160570816e+17,4.676009240063424e+16,6.546412936088794e+17,8.416816632114163e+17,2.805605544038054e+17,4.676009240063424e+16
2017-08-21 00:00:00 UTC,4.545070476225922e+16,7.272112761961475e+17,1.8180281904903686e+17,3.636056380980737e+17,6.36309866671629e+17,4.545070476225921e+17,3.181549333358145e+17,4.09056342860333e+17,,4.999577523848514e+17,3.181549333358145e+17,2.7270422857355526e+17,7.272112761961475e+17,2.2725352381129606e+17,4.545070476225922e+16
2017-08-22 00:00:00 UTC,,4.09455271118704e+17,3.639602409944036e+17,2.729701807458027e+17,1.3648509037290134e+17,2.2747515062150224e+17,3.184652108701031e+17,5.459403614916054e+17,1.3648509037290134e+17,2.729701807458027e+17,2.729701807458027e+17,3.639602409944036e+17,4.09455271118704e+17,1.819801204972018e+17,1.3648509037290134e+17
2017-08-23 00:00:00 UTC,1.379635311133947e+17,1.1496960926116225e+18,1.609574529656272e+18,5.518541244535788e+17,8.737690303848333e+17,2.759270622267894e+17,2.759270622267894e+17,3.679027496357193e+17,,6.898176555669737e+17,,2.299392185223245e+17,6.438298118625087e+17,3.679027496357193e+17,1.3796353111339474e+17
2017-08-24 00:00:00 UTC,1.3318266195320821e+17,6.215190891149718e+17,2.2197110325534704e+17,8.434901923703187e+17,4.8833642716176346e+17,1.7757688260427763e+17,3.107595445574859e+17,3.107595445574859e+17,4.439422065106941e+16,4.439422065106941e+16,1.7757688260427763e+17,2.6636532390641642e+17,4.439422065106941e+17,3.5515376520855526e+17,4.439422065106941e+16
2017-08-25 00:00:00 UTC,1.3537756674898187e+17,7.220136893279034e+17,3.1588098908095776e+17,5.415102669959275e+17,4.061327002469456e+17,9.025171116598792e+16,4.512585558299396e+16,3.610068446639517e+17,4.512585558299396e+16,,1.8050342233197584e+17,4.5125855582993965e+17,8.573912560768852e+17,2.7075513349796374e+17,1.3537756674898187e+17
2017-08-26 00:00:00 UTC,,1.0823721401482286e+18,4.3294885605929146e+17,,3.463590848474332e+17,2.1647442802964573e+17,2.1647442802964573e+17,2.5976931363557485e+17,2.5976931363557485e+17,,3.463590848474332e+17,2.5976931363557485e+17,9.091925977245121e+17,2.1647442802964573e+17,
2017-08-27 00:00:00 UTC,,9.678774700000234e+17,9.678774700000234e+17,,5.279331654545582e+17,1.7597772181818608e+17,3.079610131818256e+17,2.639665827272791e+17,8.798886090909304e+16,6.599164568181978e+17,2.1997215227273258e+17,3.5195544363637216e+17,1.3638273440909422e+18,7.479053177272909e+17,1.7597772181818608e+17
2017-08-28 00:00:00 UTC,1.3484955196557419e+17,5.843480585174881e+17,6.292979091726796e+17,,4.49498506551914e+17,1.797994026207656e+17,1.3484955196557419e+17,5.3939820786229677e+17,8.98997013103828e+16,5.3939820786229677e+17,2.24749253275957e+17,3.595988052415312e+17,1.0338465650694022e+18,8.540471624486367e+17,4.49498506551914e+16
2017-08-29 00:00:00 UTC,4.324629371318725e+16,1.383881398821992e+18,1.037911049116494e+18,,2.594777622791235e+17,8.64925874263745e+16,2.1623146856593626e+17,2.1623146856593626e+17,1.2973888113956174e+17,4.324629371318725e+17,1.2973888113956174e+17,4.324629371318725e+17,1.2541425176824302e+18,8.216795805505578e+17,
2017-08-30 00:00:00 UTC,4.4768907565637256e+16,1.4326050421003922e+18,1.1639915967065687e+18,,4.9245798322200986e+17,4.4768907565637256e+16,3.133823529594608e+17,4.029201680907353e+17,8.953781513127451e+16,8.953781513127452e+17,2.238445378281863e+17,3.133823529594608e+17,1.4773739496660296e+18,5.819957983532844e+17,4.4768907565637256e+16
2017-08-31 00:00:00 UTC,,1.1430510432547724e+18,1.2749415482457078e+18,,3.0774451164551565e+17,8.792700332729019e+16,3.5170801330916077e+17,3.0774451164551565e+17,8.792700332729019e+16,5.715255216273862e+17,2.1981750831822547e+17,3.956715149728058e+17,1.6266495615548685e+18,7.034160266183215e+17,8.792700332729019e+16
2017-09-01 00:00:00 UTC,8.76502206002278e+16,1.2271030884031895e+18,1.2709281987033032e+18,,2.6295066180068346e+17,8.76502206002278e+16,4.382511030011391e+17,5.697264339014808e+17,1.753004412004556e+17,4.8207621330125306e+17,1.3147533090034173e+17,5.697264339014808e+17,1.3147533090034173e+18,8.765022060022781e+17,1.3147533090034173e+17
2017-09-02 00:00:00 UTC,1.7842231411846685e+17,1.248956198829268e+18,1.1151394632404177e+18,,2.6763347117770022e+17,1.7842231411846685e+17,4.014502067665504e+17,2.6763347117770022e+17,1.7842231411846685e+17,3.568446282369337e+17,1.7842231411846685e+17,2.2302789264808355e+17,1.6504064055958182e+18,9.813227276515676e+17,8.921115705923342e+16
2017-09-03 00:00:00 UTC,8.801119156156286e+16,7.480951282732842e+17,1.0121287029579729e+18,,5.2806714936937715e+17,1.3201678734234429e+17,3.0803917046547e+17,1.7602238312312573e+17,,8.361063198348471e+17,3.5204476624625146e+17,6.1607834093094e+17,1.23215668186188e+18,6.1607834093094e+17,1.3201678734234429e+17
2017-09-04 00:00:00 UTC,3.063253092309336e+17,1.0502582030774867e+18,1.4441050292315443e+18,,3.5008606769249555e+17,3.938468261540575e+17,2.1880379230780973e+17,4.8136834307718144e+17,2.6256455076937168e+17,7.001721353849911e+17,4.3760758461561944e+16,1.3128227538468584e+17,1.1377797200006106e+18,1.1377797200006106e+18,
2017-09-05 00:00:00 UTC,1.3294309179106477e+17,1.6396314654231322e+18,1.4180596457713574e+18,,8.862872786070984e+17,1.3294309179106477e+17,3.988292753731943e+17,1.3294309179106477e+17,2.215718196517746e+17,7.976585507463886e+17,1.3294309179106477e+17,2.215718196517746e+17,1.240802190049938e+18,1.152173462189228e+18,2.215718196517746e+17
2017-09-06 00:00:00 UTC,,1.1141865375479478e+18,1.3815913065594555e+18,,3.565396920153433e+17,2.2283730750958957e+17,3.565396920153433e+17,2.674047690115075e+17,8.913492300383582e+16,5.34809538023015e+17,8.913492300383582e+16,2.674047690115075e+17,1.7381309985747986e+18,7.576468455326044e+17,8.913492300383582e+16
2017-09-07 00:00:00 UTC,,1.1039070786646705e+18,1.2878915917754488e+18,,5.979496676100298e+17,2.2998064138847302e+17,4.5996128277694605e+17,9.199225655538922e+16,2.759767696661676e+17,5.519535393323352e+17,2.2998064138847302e+17,3.6796902622155686e+17,1.977833515940868e+18,7.819341807208082e+17,1.3798838483308382e+17
2017-09-08 00:00:00 UTC,1.3743329856550562e+17,6.871664928275281e+17,7.787886918711985e+17,,6.413553933056928e+17,4.122998956965168e+17,3.664887961746816e+17,4.58110995218352e+17,,8.704108909148687e+17,1.3743329856550562e+17,4.122998956965168e+17,2.244743876569925e+18,8.245997913930336e+17,4.58110995218352e+16
2017-09-09 00:00:00 UTC,,1.5541281172093857e+18,8.684833596170097e+17,,4.113868545554256e+17,3.656772040492672e+17,3.656772040492672e+17,3.1996755354310886e+17,1.371289515184752e+17,4.113868545554256e+17,1.371289515184752e+17,2.742579030369504e+17,1.8740956707524943e+18,9.14193010123168e+17,9.14193010123168e+16
2017-09-10 00:00:00 UTC,4.5978518325340936e+16,9.195703665068188e+17,7.35656293205455e+17,,5.057637015787503e+17,1.8391407330136374e+17,2.298925916267047e+17,2.7587110995204563e+17,1.3793555497602282e+17,3.678281466027275e+17,,5.977207382294322e+17,1.7012051780376148e+18,5.057637015787503e+17,1.3793555497602282e+17
2017-09-11 00:00:00 UTC,,1.1902218110000402e+18,1.05288852511542e+18,,5.4933314353848e+17,1.8311104784616e+17,3.2044433373078e+17,2.7466657176924e+17,1.8311104784616e+17,5.4933314353848e+17,9.155552392308e+16,4.577776196154e+17,1.69377719257698e+18,1.09866628707696e+18,3.2044433373078e+17
2017-09-12 00:00:00 UTC,1.841383874146264e+17,1.4270725024633544e+18,1.1048303244877582e+18,,9.206919370731319e+17,9.20691937073132e+16,3.2224217797559616e+17,2.7620758112193955e+17,4.60345968536566e+16,9.667265339267885e+17,1.3810379056096978e+17,1.841383874146264e+17,1.7953492772926072e+18,1.1968995181950715e+18,
2017-09-13 00:00:00 UTC,1.3709416447313083e+17,1.0967533157850467e+18,1.1424513706094236e+18,,5.0267860306814637e+17,1.8279221929750778e+17,2.7418832894626166e+17,5.0267860306814637e+17,2.7418832894626166e+17,7.311688771900311e+17,1.8279221929750778e+17,6.854708223656541e+17,1.9650163574482086e+18,8.68263041663162e+17,1.3709416447313083e+17
2017-09-14 00:00:00 UTC,1.3927671179423794e+17,1.485618259138538e+18,6.963835589711898e+17,,5.1068127657887245e+17,1.8570228239231725e+17,5.1068127657887245e+17,4.178301353827138e+17,1.3927671179423794e+17,5.1068127657887245e+17,1.3927671179423794e+17,4.178301353827138e+17,1.7177461121289344e+18,1.1606392649519826e+18,4.642557059807931e+16
2017-09-15 00:00:00 UTC,2.2694889640223805e+17,1.043964923450295e+18,8.170160270480571e+17,,8.170160270480571e+17,2.2694889640223805e+17,3.631182342435809e+17,4.538977928044761e+17,4.538977928044762e+16,6.354569099262666e+17,3.631182342435809e+17,3.631182342435809e+17,1.770201391937457e+18,9.531853648893999e+17,9.077955856089523e+16
2017-09-16 00:00:00 UTC,2.7561530068394486e+17,7.349741351571863e+17,1.1483970861831036e+18,,5.512306013678897e+17,2.296794172366207e+17,2.7561530068394486e+17,2.7561530068394486e+17,2.7561530068394486e+17,4.593588344732414e+17,1.3780765034197243e+17,7.349741351571863e+17,1.4240123868670484e+18,1.240268853077752e+18,
2017-09-17 00:00:00 UTC,1.3746190037811254e+17,1.1455158364842714e+18,1.4662602706998674e+18,,4.1238570113433766e+17,3.6656506767496685e+17,2.2910316729685424e+17,3.2074443421559597e+17,4.5820633459370856e+16,8.247714022686753e+17,2.2910316729685424e+17,4.582063345937085e+17,1.6495428045373507e+18,7.331301353499337e+17,4.5820633459370856e+16
2017-09-18 00:00:00 UTC,2.113433884347959e+17,9.510452479565815e+17,3.698509297608928e+17,,7.397018595217856e+17,1.5850754132609693e+17,2.113433884347959e+17,2.6417923554349488e+17,1.5850754132609693e+17,8.453735537391836e+17,1.0567169421739795e+17,6.340301653043877e+17,1.6907471074783672e+18,3.698509297608928e+17,
