datetime,close,high,low,open,volume
2017-06-01 00:00:00,2227.0,2238.999,2171.08644538,2196.99899999,2241842.7492467
2017-06-01 02:00:00,2249.9999818,2273.0,2227.00000001,2229.7509295,2785214.0464958
2017-06-01 04:00:00,2285.57368992,2315.0,2245.89,2249.9999818,5605431.5600516
2017-06-01 06:00:00,2324.84026559,2325.3402656,2282.0,2285.57368992,3020634.8134491
2017-06-01 08:00:00,2325.21000005,2350.00000008,2312.38,2324.84026558,3441036.1877097
2017-06-01 10:00:00,2339.79999899,2341.10000018,2307.6316381,2324.71000013,3222069.0512154
2017-06-01 12:00:00,2354.008,2367.80000999,2329.00000005,2332.60000004,2975325.4147675
2017-06-01 14:00:00,2280.0,2368.55663483,2249.85,2356.99999996,5812275.9540485
2017-06-01 16:00:00,2259.99999994,2289.9,2196.05999157,2280.00000005,5052952.5665987
2017-06-01 18:00:00,2289.8970722,2295.90151511,2247.03800003,2255.0,2169696.251955
2017-06-01 20:00:00,2299.98999985,2334.99999998,2284.20556012,2284.20556031,2345749.2766452
2017-06-01 22:00:00,2314.59525181,2323.00000009,2275.0,2300.0,2272652.8857648
2017-06-02 00:00:00,2299.0,2322.37939501,2274.92388313,2322.20898,1587568.9077311
2017-06-02 02:00:00,2334.5,2336.92803787,2293.42836527,2295.8843767,1205292.4693465
2017-06-02 04:00:00,2334.666164,2341.02887804,2312.275,2334.5,1841957.5597044
2017-06-02 06:00:00,2326.81991371,2349.9999996,2322.13060341,2337.7478825,1844381.3977604
2017-06-02 08:00:00,2303.6107606,2334.33990895,2268.5238484,2329.0,2814611.6647949
2017-06-02 10:00:00,2309.4808575,2320.62447363,2286.23486575,2304.6107606,1358801.4900868
2017-06-02 12:00:00,2283.89999999,2320.0,2267.9299436,2304.40076354,2073805.9100876
2017-06-02 14:00:00,2317.0,2322.21614484,2271.0,2277.0,2074641.4689397
2017-06-02 16:00:00,2322.1,2332.0,2291.22351,2322.13099997,1769915.10439
2017-06-02 18:00:00,2333.99999993,2337.56482201,2322.1,2324.0,1275892.8768331
2017-06-02 20:00:00,2379.6838558,2386.98841849,2330.15768229,2332.47388817,2350937.4064795
2017-06-02 22:00:00,2408.0,2413.92321999,2366.58212315,2379.8980716,2166751.1682383
2017-06-03 00:00:00,2394.99999992,2413.4658303,2377.0,2413.0,2404638.0986746
2017-06-03 02:00:00,2385.799571,2407.33459002,2382.13662993,2394.99999992,1249551.6889525
2017-06-03 04:00:00,2365.0,2387.41549611,2344.2680156,2385.799571,2479155.6763841
2017-06-03 06:00:00,2395.00000001,2400.0,2364.13111111,2365.0,1447577.2315983
2017-06-03 08:00:00,2417.5,2417.50000001,2391.7098741,2397.99999991,1829520.6800141
2017-06-03 10:00:00,2419.989,2429.89999999,2396.83925632,2417.5,2270417.5774041
2017-06-03 12:00:00,2417.999999,2434.0,2398.001,2419.989,1310098.2725034
2017-06-03 14:00:00,2451.0,2456.3,2406.97099621,2416.99999995,2099488.4533087
2017-06-03 16:00:00,2452.19480664,2475.0,2435.14641289,2451.00000001,2430634.0458926
2017-06-03 18:00:00,2445.01930126,2473.47723743,2425.30306754,2455.0,2534945.2207539
2017-06-03 20:00:00,2451.28516155,2475.00000007,2430.0,2443.99999997,2165996.2036295
2017-06-03 22:00:00,2455.30084836,2482.25,2447.38720011,2451.28516148,1465255.812453
2017-06-04 00:00:00,2432.72326629,2463.92381509,2419.70179575,2460.22139999,2551985.136046
2017-06-04 02:00:00,2424.65169443,2433.23578756,2374.0,2428.00000006,3070046.3908169
2017-06-04 04:00:00,2436.69280679,2453.01278208,2413.77226906,2424.65169443,1232047.6050217
2017-06-04 06:00:00,2446.02188572,2447.99999997,2412.88,2436.69280679,1478787.2620988
2017-06-04 08:00:00,2474.4342093,2484.51099992,2441.67944395,2447.01094284,1613333.6204085
2017-06-04 10:00:00,2483.34683514,2485.27944395,2452.10864488,2475.0000002,1466797.9864875
2017-06-04 12:00:00,2480.15334675,2497.21329063,2464.36583603,2483.34683514,1915743.9885852
2017-06-04 14:00:00,2478.60087615,2494.0,2470.0,2480.0,2020137.2644422
2017-06-04 16:00:00,2475.74,2483.0,2467.369567,2478.60087615,1919288.8584478
2017-06-04 18:00:00,2456.19452001,2490.0,2456.19452001,2475.74000001,852506.31637357
2017-06-04 20:00:00,2468.33428476,2477.81972229,2425.0,2457.41420395,2005917.084423
2017-06-04 22:00:00,2483.55,2485.00010002,2450.4530677,2468.33428472,1205429.7350675
2017-06-05 00:00:00,2505.01000099,2520.0,2478.00000001,2483.55,1278974.9453933
2017-06-05 02:00:00,2526.79127587,2535.0,2495.00000005,2505.01000086,1169982.7244218
2017-06-05 04:00:00,2499.63347167,2532.99999996,2497.00000001,2529.99999999,1292194.5014639
2017-06-05 06:00:00,2509.50000015,2526.03642309,2498.05000005,2501.99979121,1250651.1367586
2017-06-05 08:00:00,2496.85064219,2509.99999996,2477.48999998,2506.0,1913555.4161124
2017-06-05 10:00:00,2516.93278514,2526.54,2496.85064221,2496.85064221,1463386.7624726
2017-06-05 12:00:00,2531.0,2532.5,2501.25487612,2517.50000004,1083243.7042089
2017-06-05 14:00:00,2546.0,2575.0,2517.01558223,2530.55,2085815.9902122
2017-06-05 16:00:00,2563.64999971,2566.99999999,2535.05550001,2546.0,1927588.9654161
2017-06-05 18:00:00,2576.57771044,2599.0,2551.08796242,2563.64999971,2978742.5349998
2017-06-05 20:00:00,2597.5,2632.0,2575.000001,2576.57771045,3581276.0591491
2017-06-05 22:00:00,2635.35652085,2635.35652085,2596.93593537,2597.999,2346817.0972964
2017-06-06 00:00:00,2666.96962469,2689.442028,2580.0,2635.00000005,7497334.2425677
2017-06-06 02:00:00,2757.99999999,2795.09,2648.96825573,2667.01,11506419.267841
2017-06-06 04:00:00,2755.20999999,2797.0,2720.1,2757.99999999,6054827.5912417
2017-06-06 06:00:00,2758.0,2799.99,2748.0,2758.4733266,5002088.6085448
2017-06-06 08:00:00,2823.60000004,2829.0,2750.0,2758.0,3759854.856625
2017-06-06 10:00:00,2819.9,2828.9999998,2785.0,2823.60000004,2824049.491067
2017-06-06 12:00:00,2873.0,2894.99999999,2815.76636802,2819.89999999,7581619.9706594
2017-06-06 14:00:00,2790.0,2873.0,2757.111,2873.0,10745289.448119
2017-06-06 16:00:00,2767.0,2796.6,2652.0,2790.0,15547766.371543
2017-06-06 18:00:00,2840.2,2847.0,2757.0,2760.0,5334087.903263
2017-06-06 20:00:00,2839.00000002,2852.96849674,2800.0,2840.200001,2957431.5128642
2017-06-06 22:00:00,2846.0,2882.1299999,2820.06318,2840.6187102,3112415.1818297
2017-06-07 00:00:00,2818.00000003,2862.54525257,2800.0,2846.00000001,3235066.7533792
2017-06-07 02:00:00,2840.99794644,2855.0,2818.00000003,2818.00000006,2333623.990542
2017-06-07 04:00:00,2829.80431395,2860.0,2826.2432378,2840.99794643,2201653.0596713
2017-06-07 06:00:00,2793.70516897,2830.0,2752.67800586,2829.58575077,4684444.317196
2017-06-07 08:00:00,2826.0,2826.1464077,2758.00000001,2793.70516897,2599660.3083778
2017-06-07 10:00:00,2800.0,2826.0,2791.39995291,2819.0,2661722.9942965
2017-06-07 12:00:00,2807.26309012,2820.0,2795.0,2800.0,3048041.7716809
2017-06-07 14:00:00,2750.0,2814.0,2715.0,2800.10000001,5294169.0630713
2017-06-07 16:00:00,2774.88131583,2790.53523786,2721.09762359,2750.0,3556847.966872
2017-06-07 18:00:00,2759.40406492,2784.48090654,2752.70457538,2774.88131583,1973731.2996977
2017-06-07 20:00:00,2622.0,2762.71239281,2600.00000004,2757.00000001,7534483.4315939
2017-06-07 22:00:00,2645.50430872,2686.57628789,2564.0,2622.00000001,9946985.4003448
2017-06-08 00:00:00,2659.99,2670.99999996,2558.9,2645.50430872,6264082.5072713
2017-06-08 02:00:00,2690.99999999,2695.8424839,2634.02985325,2661.9,2641185.2291287
2017-06-08 04:00:00,2764.26561561,2769.62399999,2690.99999999,2690.99999999,3632898.7398059
